caldt,vwretd,ewretd
12/12/1984,-0.002675,-0.002213
12/13/1984,-0.004757,-0.001683
12/14/1984,0.005296,0.004977
12/17/1984,0.006212,0.004565
12/18/1984,0.027226,0.027455
12/19/1984,-0.005357,-0.000545
12/20/1984,-0.004415,-0.005167
12/21/1984,-0.004010,-0.006559
12/24/1984,0.007842,0.008101
12/26/1984,-0.001793,-0.001319
12/27/1984,-0.004511,-0.005389
12/28/1984,0.002936,0.001811
12/31/1984,0.005660,0.009464
01/02/1985,-0.010744,-0.008584
01/03/1985,-0.004785,-0.004045
01/04/1985,-0.005187,-0.004161
01/07/1985,0.003317,0.004575
01/08/1985,-0.001030,0.000091
01/09/1985,0.007315,0.006437
01/10/1985,0.019031,0.017332
01/11/1985,-0.002398,0.001148
01/14/1985,0.015344,0.015457
01/15/1985,0.001770,0.004460
01/16/1985,0.002445,0.006414
01/17/1985,-0.002838,-0.001392
01/18/1985,0.003098,0.003927
01/21/1985,0.023064,0.019007
01/22/1985,0.001310,0.002410
01/23/1985,0.010966,0.010016
01/24/1985,-0.003434,-0.002465
01/25/1985,0.003634,0.005142
01/28/1985,0.001222,0.002957
01/29/1985,0.010368,0.008192
01/30/1985,0.001146,0.001767
01/31/1985,0.001247,0.003099
02/01/1985,-0.005485,-0.003747
02/04/1985,0.010837,0.009037
02/05/1985,0.001950,0.002919
02/06/1985,-0.000390,0.001621
02/07/1985,0.007960,0.006236
02/08/1985,0.002464,0.001257
02/11/1985,-0.008787,-0.007466
02/12/1985,0.000073,0.000680
02/13/1985,0.016033,0.014578
02/14/1985,-0.004939,-0.002655
02/15/1985,-0.005007,-0.002703
02/19/1985,-0.000911,-0.001967
02/20/1985,-0.000655,-0.000471
02/21/1985,-0.005581,-0.006130
02/22/1985,-0.004071,-0.005356
02/25/1985,-0.000047,-0.006004
02/26/1985,0.010466,0.009663
02/27/1985,-0.002070,-0.001696
02/28/1985,0.002608,0.002576
03/01/1985,0.011528,0.009790
03/04/1985,-0.006302,-0.008112
03/05/1985,0.001364,0.000095
03/06/1985,-0.008852,-0.007805
03/07/1985,-0.006235,-0.006037
03/08/1985,-0.002369,-0.001605
03/11/1985,-0.001165,-0.003765
03/12/1985,0.004842,0.003024
03/13/1985,-0.008430,-0.008478
03/14/1985,-0.001764,-0.002303
03/15/1985,-0.006094,-0.003997
03/18/1985,0.000655,-0.001165
03/19/1985,0.014995,0.013389
03/20/1985,-0.002215,-0.002647
03/21/1985,0.001688,0.002995
03/22/1985,-0.001802,-0.000729
03/25/1985,-0.005145,-0.006587
03/26/1985,0.002739,0.003060
03/27/1985,0.006062,0.007163
03/28/1985,0.000123,0.002863
03/29/1985,0.006229,0.006755
04/01/1985,0.003372,0.003488
04/02/1985,-0.004063,-0.003580
04/03/1985,-0.007700,-0.007769
04/04/1985,-0.000332,-0.000915
04/08/1985,-0.005740,-0.004132
04/09/1985,0.001399,0.001568
04/10/1985,0.006613,0.007230
04/11/1985,0.004337,0.003105
04/12/1985,0.001746,0.001019
04/15/1985,0.002358,0.001078
04/16/1985,0.001820,0.000918
04/17/1985,0.002477,0.001219
04/18/1985,-0.005081,-0.004441
04/19/1985,0.002003,0.000311
04/22/1985,-0.002229,-0.003276
04/23/1985,0.006702,0.005343
04/24/1985,0.002098,0.000477
04/25/1985,0.006298,0.005995
04/26/1985,-0.006668,-0.004293
04/29/1985,-0.008322,-0.009285
04/30/1985,-0.004586,-0.005988
05/01/1985,-0.007626,-0.007030
05/02/1985,0.003187,0.002547
05/03/1985,0.007089,0.007242
05/06/1985,0.000278,0.000044
05/07/1985,0.005004,0.005362
05/08/1985,-0.000322,0.000604
05/09/1985,0.007738,0.008804
05/10/1985,0.013436,0.014915
05/13/1985,0.001698,0.002053
05/14/1985,-0.003268,-0.002758
05/15/1985,0.003594,0.002972
05/16/1985,0.006241,0.006478
05/17/1985,0.010134,0.010898
05/20/1985,0.012833,0.012381
05/21/1985,0.000667,0.000677
05/22/1985,-0.005507,-0.005928
05/23/1985,-0.005113,-0.003647
05/24/1985,0.004182,0.004285
05/28/1985,-0.001443,-0.003050
05/29/1985,-0.000888,-0.000105
05/30/1985,0.000127,0.000073
05/31/1985,0.009473,0.008555
06/03/1985,0.000027,-0.000378
06/04/1985,0.004241,0.002391
06/05/1985,0.000603,0.001705
06/06/1985,0.004780,0.005380
06/07/1985,-0.006948,-0.005203
06/10/1985,-0.000536,-0.002973
06/11/1985,-0.002462,-0.000851
06/12/1985,-0.007320,-0.006332
06/13/1985,-0.012090,-0.012192
06/14/1985,0.009433,0.008245
06/17/1985,-0.003040,-0.003905
06/18/1985,0.004244,0.003894
06/19/1985,-0.003371,-0.001875
06/20/1985,0.000454,-0.000367
06/21/1985,0.014403,0.014846
06/24/1985,-0.000447,-0.003103
06/25/1985,0.002862,0.004273
06/26/1985,0.001696,0.000474
06/27/1985,0.006457,0.006689
06/28/1985,0.003124,0.004214
07/01/1985,0.003192,0.002747
07/02/1985,-0.002023,-0.000702
07/03/1985,-0.002728,-0.001390
07/05/1985,0.005624,0.006238
07/08/1985,-0.002720,-0.000924
07/09/1985,-0.004431,-0.004906
07/10/1985,0.006712,0.006066
07/11/1985,0.002816,0.004465
07/12/1985,0.001956,0.003649
07/15/1985,-0.002858,-0.001754
07/16/1985,0.010720,0.010933
07/17/1985,0.004173,0.005302
07/18/1985,-0.005715,-0.003156
07/19/1985,0.003263,0.004821
07/22/1985,-0.003718,-0.002336
07/23/1985,-0.009019,-0.006418
07/24/1985,-0.005494,-0.009308
07/25/1985,0.002007,0.001264
07/26/1985,0.002467,0.001055
07/29/1985,-0.014404,-0.013689
07/30/1985,0.001974,0.000349
07/31/1985,0.005259,0.007437
08/01/1985,0.006811,0.007851
08/02/1985,-0.003184,-0.002174
08/05/1985,-0.004055,-0.005973
08/06/1985,-0.013383,-0.013421
08/07/1985,-0.001014,-0.002041
08/08/1985,0.007473,0.007580
08/09/1985,-0.002787,-0.001306
08/12/1985,-0.003145,-0.004015
08/13/1985,-0.002037,-0.002674
08/14/1985,0.000987,0.002907
08/15/1985,-0.001165,-0.000725
08/16/1985,-0.005325,-0.005682
08/19/1985,0.001823,-0.000669
08/20/1985,0.008861,0.008827
08/21/1985,0.005391,0.004577
08/22/1985,-0.009307,-0.007027
08/23/1985,-0.001406,-0.001445
08/26/1985,0.001754,0.000229
08/27/1985,0.004329,0.003309
08/28/1985,0.003672,0.002964
08/29/1985,0.000785,0.000856
08/30/1985,-0.001303,0.000089
09/03/1985,-0.003443,-0.004215
09/04/1985,-0.003191,-0.003803
09/05/1985,0.000019,-0.001081
09/06/1985,0.005216,0.004410
09/09/1985,0.000527,-0.000182
09/10/1985,-0.007175,-0.007124
09/11/1985,-0.009933,-0.010076
09/12/1985,-0.007403,-0.008275
09/13/1985,-0.004613,-0.004700
09/16/1985,0.000212,-0.000407
09/17/1985,-0.007940,-0.008389
09/18/1985,0.002273,-0.000005
09/19/1985,0.008969,0.007334
09/20/1985,-0.007085,-0.005657
09/23/1985,0.011899,0.012437
09/24/1985,-0.007986,-0.007376
09/25/1985,-0.011029,-0.010320
09/26/1985,0.003482,-0.000110
09/30/1985,0.003983,0.002330
10/01/1985,0.016723,0.012551
10/02/1985,-0.005350,-0.003868
10/03/1985,0.001439,0.002021
10/04/1985,-0.006026,-0.004300
10/07/1985,-0.006978,-0.006795
10/08/1985,0.000079,-0.001348
10/09/1985,0.003771,0.003846
10/10/1985,0.001455,0.002072
10/11/1985,0.008461,0.007901
10/14/1985,0.011366,0.009888
10/15/1985,-0.001618,0.000247
10/16/1985,0.010050,0.008318
10/17/1985,-0.001378,0.001005
10/18/1985,-0.003338,-0.001647
10/21/1985,-0.000234,-0.000534
10/22/1985,0.005655,0.004049
10/23/1985,0.005290,0.004447
10/24/1985,-0.003037,-0.002691
10/25/1985,-0.005378,-0.004888
10/28/1985,0.002059,-0.000390
10/29/1985,0.008115,0.006971
10/30/1985,0.004557,0.004557
10/31/1985,-0.001082,0.000640
11/01/1985,0.008842,0.006939
11/04/1985,-0.000626,-0.000919
11/05/1985,0.006748,0.007402
11/06/1985,0.002795,0.004266
11/07/1985,-0.000212,0.001216
11/08/1985,0.006915,0.008252
11/11/1985,0.018091,0.015011
11/12/1985,0.004289,0.004632
11/13/1985,-0.004904,-0.004882
11/14/1985,0.009924,0.008711
11/15/1985,-0.004800,-0.002574
11/18/1985,0.003538,0.001254
11/19/1985,-0.000276,0.001050
11/20/1985,0.001647,0.001712
11/21/1985,0.012157,0.012079
11/22/1985,0.000843,0.002638
11/25/1985,-0.005284,-0.004769
11/26/1985,0.001573,0.000954
11/27/1985,0.009662,0.008442
11/29/1985,-0.000892,0.001239
12/02/1985,-0.008986,-0.007808
12/03/1985,0.002497,0.002678
12/04/1985,0.016898,0.017139
12/05/1985,-0.001880,-0.002375
12/06/1985,-0.004178,-0.006255
12/09/1985,0.007192,0.004996
12/10/1985,0.000981,0.000429
12/11/1985,0.009735,0.009138
12/12/1985,0.002096,0.001819
12/13/1985,0.015499,0.014662
12/16/1985,0.009760,0.007928
12/17/1985,-0.006252,-0.005349
12/18/1985,-0.004237,-0.005062
12/19/1985,0.000970,0.002015
12/20/1985,0.004280,0.008448
12/23/1985,-0.011047,-0.011310
12/24/1985,-0.005928,-0.005916
12/26/1985,0.002377,0.002118
12/27/1985,0.009757,0.008110
12/30/1985,0.005235,0.002777
12/31/1985,0.002843,0.006188
01/02/1986,-0.008127,-0.006150
01/03/1986,0.006174,0.005914
01/06/1986,-0.000388,-0.001169
01/07/1986,0.014585,0.016300
01/08/1986,-0.027310,-0.022117
01/09/1986,-0.008630,-0.011892
01/10/1986,-0.000867,-0.000310
01/13/1986,0.003849,0.005865
01/14/1986,-0.000699,-0.000266
01/15/1986,0.007922,0.008878
01/16/1986,0.004720,0.005101
01/17/1986,-0.003513,-0.001072
01/20/1986,-0.003785,-0.002389
01/21/1986,-0.008167,-0.007476
01/22/1986,-0.011048,-0.009529
01/23/1986,0.003809,0.001945
01/24/1986,0.010558,0.011410
01/27/1986,0.004967,0.003915
01/28/1986,0.011719,0.010151
01/29/1986,0.002739,0.000362
01/30/1986,-0.004607,-0.002692
01/31/1986,0.011960,0.012746
02/03/1986,0.010712,0.009200
02/04/1986,-0.003526,-0.003242
02/05/1986,0.000534,0.001071
02/06/1986,0.002061,0.001892
02/07/1986,0.005658,0.004889
02/10/1986,0.008067,0.008201
02/11/1986,-0.000951,-0.001260
02/12/1986,0.000619,0.002241
02/13/1986,0.006512,0.005003
02/14/1986,0.010431,0.011022
02/18/1986,0.012905,0.013391
02/19/1986,-0.011623,-0.009953
02/20/1986,0.010843,0.010382
02/21/1986,0.010826,0.010893
02/24/1986,-0.000737,-0.001582
02/25/1986,-0.002328,-0.000043
02/26/1986,0.001219,-0.000598
02/27/1986,0.012183,0.014602
02/28/1986,0.001086,0.002417
03/03/1986,-0.005726,-0.004135
03/04/1986,-0.004379,-0.001887
03/05/1986,-0.000695,0.000810
03/06/1986,0.004308,0.006954
03/07/1986,0.001878,0.002226
03/10/1986,0.005162,0.005666
03/11/1986,0.022259,0.020154
03/12/1986,0.003716,0.005099
03/13/1986,0.002513,0.003573
03/14/1986,0.013562,0.011790
03/17/1986,-0.007123,-0.010827
03/18/1986,0.004989,0.005159
03/19/1986,-0.001212,-0.001948
03/20/1986,0.004741,0.002336
03/21/1986,-0.013380,-0.004348
03/24/1986,0.008399,0.004880
03/25/1986,-0.002063,-0.000255
03/26/1986,0.011187,0.009198
03/27/1986,0.007084,0.006072
03/31/1986,-0.000193,-0.000299
04/01/1986,-0.015524,-0.016476
04/02/1986,0.002143,-0.001012
04/03/1986,-0.013051,-0.013350
04/04/1986,-0.016400,-0.015579
04/07/1986,-0.000490,-0.000443
04/08/1986,0.021728,0.021564
04/09/1986,0.001054,0.001736
04/10/1986,0.011058,0.009377
04/11/1986,-0.002024,-0.000547
04/14/1986,0.005729,0.004424
04/15/1986,0.001940,0.001104
04/16/1986,0.019257,0.017187
04/17/1986,0.002933,0.004073
04/18/1986,-0.002327,0.000980
04/21/1986,0.009939,0.005898
04/22/1986,-0.009889,-0.008120
04/23/1986,-0.002857,-0.004530
04/24/1986,0.001547,0.001661
04/25/1986,0.000406,0.001367
04/28/1986,0.003860,0.002568
04/29/1986,-0.010229,-0.010311
04/30/1986,-0.020842,-0.018980
05/01/1986,-0.001062,-0.001787
05/02/1986,-0.001914,-0.002565
05/05/1986,0.013640,0.012630
05/06/1986,-0.002238,-0.001392
05/07/1986,-0.004523,-0.002788
05/08/1986,0.004969,0.005718
05/09/1986,0.003258,0.003781
05/12/1986,-0.001070,-0.002114
05/13/1986,-0.004383,-0.003050
05/14/1986,0.004939,0.002628
05/15/1986,-0.013313,-0.009762
05/16/1986,-0.006749,-0.006569
05/19/1986,0.002132,0.001923
05/20/1986,0.013183,0.010716
05/21/1986,-0.002669,-0.000135
05/22/1986,0.019561,0.020352
05/23/1986,0.005583,0.005002
05/27/1986,0.014687,0.013582
05/28/1986,0.007694,0.006292
05/29/1986,0.005332,0.005626
05/30/1986,-0.002326,-0.000720
06/02/1986,-0.009330,-0.011331
06/03/1986,0.002029,0.000652
06/04/1986,-0.006073,-0.005994
06/05/1986,0.006491,0.006811
06/06/1986,0.000324,-0.001339
06/09/1986,-0.022593,-0.021285
06/10/1986,-0.001213,-0.003548
06/11/1986,0.006477,0.006412
06/12/1986,0.001616,0.003226
06/13/1986,0.017200,0.015820
06/16/1986,0.001217,0.000263
06/17/1986,-0.006866,-0.008906
06/18/1986,0.002121,-0.000395
06/19/1986,-0.002994,-0.002960
06/20/1986,0.012813,0.009478
06/23/1986,-0.008515,-0.008995
06/24/1986,0.008132,0.008159
06/25/1986,0.007897,0.005406
06/26/1986,-0.000953,-0.000633
06/27/1986,0.003628,0.004921
06/30/1986,0.005285,0.007142
07/01/1986,0.004746,0.003857
07/02/1986,0.002757,0.000789
07/03/1986,-0.003471,-0.002180
07/07/1986,-0.030913,-0.028790
07/08/1986,-0.010551,-0.011456
07/09/1986,0.005589,0.003928
07/10/1986,0.000734,0.001690
07/11/1986,-0.002562,-0.002388
07/14/1986,-0.016908,-0.016580
07/15/1986,-0.018248,-0.022650
07/16/1986,0.004644,0.004944
07/17/1986,0.004849,0.003822
07/18/1986,0.001209,-0.002680
07/21/1986,-0.000678,-0.002947
07/22/1986,0.008861,0.008011
07/23/1986,0.001176,0.001241
07/24/1986,-0.002480,-0.002895
07/25/1986,0.009891,0.009044
07/28/1986,-0.017742,-0.017954
07/29/1986,-0.005439,-0.005158
07/30/1986,0.008549,0.003536
07/31/1986,-0.001813,-0.001997
08/01/1986,-0.005259,-0.004222
08/04/1986,0.005777,0.001206
08/05/1986,0.003250,0.005182
08/06/1986,-0.000456,0.000350
08/07/1986,0.002176,0.002582
08/08/1986,-0.000590,0.000499
08/11/1986,0.016937,0.018106
08/12/1986,0.010847,0.011509
08/13/1986,0.009658,0.009467
08/14/1986,0.002320,0.004681
08/15/1986,0.003278,0.004255
08/18/1986,0.001222,-0.001645
08/19/1986,-0.003078,-0.003670
08/20/1986,0.013136,0.010681
08/21/1986,-0.000402,0.002231
08/22/1986,0.002131,0.004369
08/25/1986,-0.008976,-0.010167
08/26/1986,0.020314,0.019009
08/27/1986,0.001675,0.001302
08/28/1986,-0.001589,0.000900
08/29/1986,0.000310,0.000490
09/02/1986,-0.017372,-0.015945
09/03/1986,0.006183,0.007213
09/04/1986,0.015052,0.018189
09/05/1986,-0.013049,-0.012159
09/08/1986,-0.009090,-0.008852
09/09/1986,-0.001384,-0.003110
09/10/1986,-0.002905,-0.002296
09/11/1986,-0.047988,-0.050061
09/12/1986,-0.019000,-0.017607
09/15/1986,0.004942,0.002221
09/16/1986,-0.000424,-0.000649
09/17/1986,0.000085,0.003922
09/18/1986,0.002641,0.002268
09/19/1986,-0.000462,0.005251
09/22/1986,0.010865,0.011202
09/23/1986,0.004483,0.004650
09/24/1986,0.003080,0.003400
09/25/1986,-0.018183,-0.013987
09/26/1986,0.001001,0.001077
09/29/1986,-0.009459,-0.011532
09/30/1986,0.006346,0.005968
10/01/1986,0.009472,0.009265
10/02/1986,0.001769,0.001442
10/03/1986,-0.000949,0.000040
10/06/1986,0.004679,0.003086
10/07/1986,-0.001839,-0.000467
10/08/1986,0.010042,0.010666
10/09/1986,-0.003863,-0.000146
10/10/1986,-0.001173,-0.000448
10/13/1986,0.001797,0.003461
10/14/1986,-0.002270,-0.001649
10/15/1986,0.014954,0.014483
10/16/1986,0.002939,0.001050
10/17/1986,-0.003216,-0.002595
10/20/1986,-0.011478,-0.011237
10/21/1986,-0.000393,-0.000409
10/22/1986,0.001523,0.002239
10/23/1986,0.013135,0.012492
10/24/1986,-0.003989,-0.003067
10/27/1986,0.002597,0.001553
10/28/1986,0.002157,0.003952
10/29/1986,0.006849,0.009543
10/30/1986,0.011963,0.007948
10/31/1986,0.000707,0.000856
11/03/1986,0.008051,0.006990
11/04/1986,0.002272,0.003412
11/05/1986,0.002499,0.003186
11/06/1986,-0.002575,-0.002208
11/07/1986,-0.000106,0.000073
11/10/1986,0.001457,0.001196
11/11/1986,0.004006,0.003258
11/12/1986,-0.002128,-0.001402
11/13/1986,-0.014711,-0.012746
11/14/1986,0.006285,0.005194
11/17/1986,-0.005208,-0.006256
11/18/1986,-0.025932,-0.027357
11/19/1986,0.003386,-0.000922
11/20/1986,0.018426,0.018149
11/21/1986,0.015876,0.016417
11/24/1986,0.007123,0.006226
11/25/1986,0.003105,0.002950
11/26/1986,0.001756,0.002834
11/28/1986,0.001962,0.005399
12/01/1986,0.000035,-0.000584
12/02/1986,0.019559,0.015324
12/03/1986,-0.000026,-0.000883
12/04/1986,-0.002854,0.000284
12/05/1986,-0.007772,-0.005416
12/08/1986,0.000690,-0.002002
12/09/1986,-0.007257,-0.008458
12/10/1986,0.006658,0.005261
12/11/1986,-0.011229,-0.011530
12/12/1986,-0.003611,-0.005358
12/15/1986,0.003412,0.001076
12/16/1986,0.007415,0.007322
12/17/1986,-0.009376,-0.010197
12/18/1986,-0.003601,-0.001873
12/19/1986,0.010802,0.012150
12/22/1986,-0.003209,-0.002272
12/23/1986,-0.010127,-0.009820
12/24/1986,0.003410,0.003332
12/26/1986,0.001034,0.000541
12/29/1986,-0.009448,-0.009484
12/30/1986,-0.005425,-0.006104
12/31/1986,-0.006178,-0.001996
01/02/1987,0.018940,0.019857
01/05/1987,0.024527,0.026225
01/06/1987,0.002155,0.001957
01/07/1987,0.010119,0.011842
01/08/1987,0.007615,0.011740
01/09/1987,0.005695,0.007811
01/12/1987,0.006296,0.007835
01/13/1987,-0.001240,0.001105
01/14/1987,0.010243,0.010843
01/15/1987,0.010135,0.011663
01/16/1987,0.003315,-0.000989
01/19/1987,0.011777,0.007440
01/20/1987,-0.001456,-0.001755
01/21/1987,-0.004091,-0.006748
01/22/1987,0.022707,0.020176
01/23/1987,-0.013946,-0.012334
01/26/1987,-0.001545,-0.003297
01/27/1987,0.015159,0.015389
01/28/1987,0.006639,0.007329
01/29/1987,-0.004429,-0.003600
01/30/1987,-0.000414,0.001535
02/02/1987,0.009430,0.009587
02/03/1987,-0.001465,0.002724
02/04/1987,0.013383,0.016134
02/05/1987,0.006373,0.006411
02/06/1987,-0.003567,-0.000062
02/09/1987,-0.006595,-0.006152
02/10/1987,-0.011061,-0.009277
02/11/1987,0.009199,0.011034
02/12/1987,-0.006808,-0.003681
02/13/1987,0.015777,0.016698
02/17/1987,0.020146,0.018129
02/18/1987,0.000027,-0.000597
02/19/1987,0.000822,0.000950
02/20/1987,-0.000809,-0.000746
02/23/1987,-0.009604,-0.010562
02/24/1987,0.001549,0.002182
02/25/1987,0.003999,0.005415
02/26/1987,-0.003479,-0.003029
02/27/1987,0.004219,0.003710
03/02/1987,-0.003373,-0.005139
03/03/1987,0.003360,0.001504
03/04/1987,0.015576,0.014289
03/05/1987,0.006810,0.004500
03/06/1987,0.000319,0.000963
03/09/1987,-0.007660,-0.006575
03/10/1987,0.009280,0.008481
03/11/1987,-0.001877,-0.002183
03/12/1987,0.002811,0.003571
03/13/1987,-0.004568,-0.003750
03/16/1987,-0.006126,-0.006191
03/17/1987,0.014818,0.012831
03/18/1987,0.000931,0.001950
03/19/1987,0.005112,0.005619
03/20/1987,0.013000,0.013470
03/23/1987,0.010031,0.005706
03/24/1987,0.002048,0.000940
03/25/1987,-0.003466,-0.002497
03/26/1987,0.002036,0.000437
03/27/1987,-0.016265,-0.012503
03/30/1987,-0.023527,-0.022974
03/31/1987,0.007507,0.007974
04/01/1987,0.004214,0.002836
04/02/1987,0.003426,0.004770
04/03/1987,0.023536,0.022535
04/06/1987,0.005356,0.004729
04/07/1987,-0.016794,-0.014164
04/08/1987,0.001274,0.002323
04/09/1987,-0.014905,-0.012155
04/10/1987,-0.001355,-0.002312
04/13/1987,-0.022686,-0.024819
04/14/1987,-0.023931,-0.028499
04/15/1987,0.019561,0.020815
04/16/1987,0.009346,0.011732
04/20/1987,-0.003329,-0.003841
04/21/1987,0.024082,0.019843
04/22/1987,-0.019334,-0.017121
04/23/1987,-0.001432,-0.002345
04/24/1987,-0.018258,-0.018655
04/27/1987,0.000693,-0.000684
04/28/1987,0.003460,0.005118
04/29/1987,0.007192,0.007465
04/30/1987,0.012980,0.013140
05/01/1987,-0.001248,-0.001198
05/04/1987,0.005277,0.006138
05/05/1987,0.020919,0.019617
05/06/1987,0.000575,-0.001023
05/07/1987,-0.002168,-0.000172
05/08/1987,-0.004304,-0.004585
05/11/1987,-0.005541,-0.002181
05/12/1987,0.005445,0.004350
05/13/1987,0.002484,0.001155
05/14/1987,0.000387,0.002543
05/15/1987,-0.022820,-0.020496
05/18/1987,-0.003133,-0.002476
05/19/1987,-0.023846,-0.025129
05/20/1987,-0.004900,-0.008238
05/21/1987,0.007267,0.008335
05/22/1987,0.006521,0.007620
05/26/1987,0.025357,0.022499
05/27/1987,-0.000421,0.000958
05/28/1987,0.007006,0.006951
05/29/1987,-0.002520,0.000478
06/01/1987,-0.000609,-0.000532
06/02/1987,-0.004702,-0.004037
06/03/1987,0.017145,0.014670
06/04/1987,0.005846,0.005808
06/05/1987,-0.005199,-0.004878
06/08/1987,0.011096,0.009880
06/09/1987,0.001906,0.003162
06/10/1987,0.001178,0.001710
06/11/1987,0.004061,0.005717
06/12/1987,0.009476,0.009812
06/15/1987,0.005301,0.004119
06/16/1987,0.005772,0.005095
06/17/1987,0.000197,0.000796
06/18/1987,0.002969,0.004249
06/19/1987,0.003600,0.003721
06/22/1987,0.009102,0.006440
06/23/1987,-0.003504,-0.004276
06/24/1987,-0.004861,-0.003912
06/25/1987,0.007020,0.004794
06/26/1987,-0.005439,-0.007681
06/29/1987,0.001598,0.000199
06/30/1987,-0.012881,-0.010493
07/01/1987,-0.002646,-0.003450
07/02/1987,0.007973,0.006838
07/06/1987,-0.001810,-0.002502
07/07/1987,0.008234,0.009730
07/08/1987,0.002796,0.004144
07/09/1987,-0.002468,-0.000003
07/10/1987,0.002631,0.004523
07/13/1987,-0.002268,-0.001739
07/14/1987,0.010238,0.010932
07/15/1987,-0.000789,0.000838
07/16/1987,0.007013,0.007621
07/17/1987,0.005794,0.006108
07/20/1987,-0.009421,-0.008820
07/21/1987,-0.008868,-0.009217
07/22/1987,-0.000744,0.000437
07/23/1987,-0.002231,-0.003186
07/24/1987,0.004759,0.005578
07/27/1987,0.004883,0.005494
07/28/1987,0.005639,0.006222
07/29/1987,0.010506,0.012341
07/30/1987,0.007732,0.007398
07/31/1987,0.002075,0.004127
08/03/1987,-0.003197,-0.004733
08/04/1987,-0.003802,-0.003284
08/05/1987,0.007150,0.006547
08/06/1987,0.011884,0.011177
08/07/1987,0.003644,0.004079
08/10/1987,0.015975,0.014809
08/11/1987,0.016411,0.013038
08/12/1987,-0.002654,-0.004849
08/13/1987,0.006624,0.006080
08/14/1987,-0.001842,-0.000736
08/17/1987,0.000912,-0.001831
08/18/1987,-0.014561,-0.013785
08/19/1987,0.001500,0.003865
08/20/1987,0.015520,0.012454
08/21/1987,0.003112,0.004489
08/24/1987,-0.007111,-0.008088
08/25/1987,0.010238,0.010463
08/26/1987,-0.006441,-0.005321
08/27/1987,-0.009300,-0.007963
08/28/1987,-0.012984,-0.012000
08/31/1987,0.008330,0.006188
09/01/1987,-0.018745,-0.017243
09/02/1987,-0.005587,-0.005468
09/03/1987,-0.004665,-0.004256
09/04/1987,-0.010673,-0.008193
09/08/1987,-0.009564,-0.012754
09/09/1987,0.001756,0.001665
09/10/1987,0.009633,0.009732
09/11/1987,0.015332,0.016825
09/14/1987,0.003235,0.003010
09/15/1987,-0.015800,-0.013454
09/16/1987,-0.009141,-0.006908
09/17/1987,0.000437,0.001584
09/18/1987,-0.000390,0.001438
09/21/1987,-0.014105,-0.014897
09/22/1987,0.029316,0.023291
09/23/1987,0.005158,0.005228
09/24/1987,-0.003832,-0.003865
09/25/1987,0.001077,0.000989
09/28/1987,0.009264,0.009107
09/29/1987,-0.004046,-0.003865
09/30/1987,0.000465,0.002980
10/01/1987,0.017278,0.016845
10/02/1987,0.002252,0.003137
10/05/1987,0.000210,0.000068
10/06/1987,-0.026343,-0.023060
10/07/1987,-0.002542,-0.003515
10/08/1987,-0.014470,-0.015995
10/09/1987,-0.009375,-0.006978
10/12/1987,-0.005452,-0.006446
10/13/1987,0.016518,0.015694
10/14/1987,-0.027903,-0.026204
10/15/1987,-0.025173,-0.023707
10/16/1987,-0.051526,-0.053716
10/19/1987,-0.194583,-0.184221
10/20/1987,0.042938,-0.007877
10/21/1987,0.088117,0.098119
10/22/1987,-0.039093,-0.043552
10/23/1987,-0.001067,-0.005476
10/26/1987,-0.082940,-0.090513
10/27/1987,0.023946,0.010737
10/28/1987,0.002230,-0.001953
10/29/1987,0.048593,0.056892
10/30/1987,0.030514,0.042252
11/02/1987,0.014612,0.021118
11/03/1987,-0.018956,-0.016157
11/04/1987,-0.006844,-0.001461
11/05/1987,0.023488,0.026329
11/06/1987,-0.016064,-0.013339
11/09/1987,-0.027936,-0.024965
11/10/1987,-0.017696,-0.020257
11/11/1987,0.012222,0.012053
11/12/1987,0.027248,0.023786
11/13/1987,-0.010757,-0.011083
11/16/1987,0.004297,0.004036
11/17/1987,-0.015170,-0.013483
11/18/1987,0.010449,0.008263
11/19/1987,-0.022650,-0.021224
11/20/1987,0.008927,0.004033
11/23/1987,0.003752,0.007688
11/24/1987,0.014505,0.016012
11/25/1987,-0.009018,-0.002659
11/27/1987,-0.015013,-0.014814
11/30/1987,-0.041767,-0.042431
12/01/1987,0.007541,0.005510
12/02/1987,0.005793,0.006133
12/03/1987,-0.035101,-0.034279
12/04/1987,-0.005658,-0.009610
12/07/1987,0.021925,0.018566
12/08/1987,0.026980,0.025405
12/09/1987,0.017182,0.018253
12/10/1987,-0.021872,-0.016897
12/11/1987,0.006869,0.009075
12/14/1987,0.030329,0.031952
12/15/1987,0.002717,0.005289
12/16/1987,0.021185,0.022620
12/17/1987,-0.019594,-0.016775
12/18/1987,0.024079,0.027266
12/21/1987,0.002574,0.000374
12/22/1987,0.001221,0.004650
12/23/1987,0.012126,0.014230
12/24/1987,-0.003314,-0.002613
12/28/1987,-0.025606,-0.020954
12/29/1987,-0.003446,-0.004612
12/30/1987,0.012922,0.012887
12/31/1987,-0.004177,-0.001285
01/04/1988,0.037327,0.038364
01/05/1988,0.010727,0.013656
01/06/1988,0.001268,0.002420
01/07/1988,0.008487,0.009529
01/08/1988,-0.067067,-0.065860
01/11/1988,0.015751,0.010727
01/12/1988,-0.008015,-0.006552
01/13/1988,0.001696,0.002662
01/14/1988,0.000162,0.000327
01/15/1988,0.025834,0.022162
01/18/1988,-0.000960,0.000565
01/19/1988,-0.009877,-0.004798
